,Unnamed: 0,name,bubble,review
823,17,King Ya Running Sushi & Wok,"3,5 ud af 5 bobler",58 anmeldelser
824,18,Holms Bager,4 ud af 5 bobler,19 anmeldelser
825,19,Brødflov,"4,5 ud af 5 bobler",12 anmeldelser
826,20,& Rudolph,"4,5 ud af 5 bobler",12 anmeldelser
827,21,Nakorn Thai,"3,5 ud af 5 bobler",60 anmeldelser
828,22,Novel Café,"4,5 ud af 5 bobler",19 anmeldelser
829,23,Værge Caféen,4 ud af 5 bobler,25 anmeldelser
830,24,Fresh Sushi,4 ud af 5 bobler,34 anmeldelser
831,25,Stefanos Pizza,4 ud af 5 bobler,39 anmeldelser
832,26,pasta house,"4,5 ud af 5 bobler",13 anmeldelser
833,27,Gaza Grill,"4,5 ud af 5 bobler",20 anmeldelser
834,28,Brasserie Storm,4 ud af 5 bobler,48 anmeldelser
835,29,Cafe Ristet Rug,5 ud af 5 bobler,9 anmeldelser
836,30,Motto Bar & Trattoria,5 ud af 5 bobler,10 anmeldelser
838,1,Pizzeria 54,4 ud af 5 bobler,18 anmeldelser
839,2,Cafe Moccador,"3,5 ud af 5 bobler",39 anmeldelser
841,4,Galathea Kroen,4 ud af 5 bobler,34 anmeldelser
842,5,Sushi Saiko,4 ud af 5 bobler,60 anmeldelser
843,6,Hvitfeldt Kaffe,"4,5 ud af 5 bobler",12 anmeldelser
844,7,Gorm's Fields,"3,5 ud af 5 bobler",180 anmeldelser
845,8,Coffee Fellaz,5 ud af 5 bobler,8 anmeldelser
846,9,Food club,4 ud af 5 bobler,19 anmeldelser
847,10,Spisehuset rub og stub,4 ud af 5 bobler,36 anmeldelser
848,11,Hyggestund,4 ud af 5 bobler,36 anmeldelser
849,12,Nyhavn 17,"3,5 ud af 5 bobler",746 anmeldelser
850,13,Bistro Central,4 ud af 5 bobler,50 anmeldelser
851,14,Bojesen,"4,5 ud af 5 bobler",15 anmeldelser
852,15,Osterbros Originale Burgerrestaurant,"3,5 ud af 5 bobler",102 anmeldelser
853,16,Lanes and Louges,4 ud af 5 bobler,29 anmeldelser
854,17,DAC& CAFE,"4,5 ud af 5 bobler",9 anmeldelser
855,18,Café René,4 ud af 5 bobler,52 anmeldelser
856,19,Herkules Pavillonen,"4,5 ud af 5 bobler",10 anmeldelser
857,20,Maobao,5 ud af 5 bobler,9 anmeldelser
858,21,Liberty Burgers & Grill,"3,5 ud af 5 bobler",111 anmeldelser
859,22,Kanton 27,"4,5 ud af 5 bobler",11 anmeldelser
860,23,Taste of Taiwan Bubble Tea,"4,5 ud af 5 bobler",9 anmeldelser
861,24,Restaurant G,"3,5 ud af 5 bobler",50 anmeldelser
862,25,Louises Fiskebar,"4,5 ud af 5 bobler",19 anmeldelser
863,26,Meyers Bageri Store Kongensgade,4 ud af 5 bobler,18 anmeldelser
864,27,"El Patrón, Tacos By Armando","4,5 ud af 5 bobler",14 anmeldelser
865,28,Storehouse,"4,5 ud af 5 bobler",12 anmeldelser
866,29,Dalle Valle Fields,"3,5 ud af 5 bobler",95 anmeldelser
867,30,Fish 'n' chips tivoli,"3,5 ud af 5 bobler",69 anmeldelser
869,1,Restaurant Kreta,4 ud af 5 bobler,27 anmeldelser
870,2,L'appetit,4 ud af 5 bobler,25 anmeldelser
871,3,Andre Citroen,4 ud af 5 bobler,36 anmeldelser
872,4,Gourmet street food n' soup,4 ud af 5 bobler,23 anmeldelser
873,5,Le Basilic,"3,5 ud af 5 bobler",183 anmeldelser
874,6,Restaurant Oranje,4 ud af 5 bobler,33 anmeldelser
875,7,Bryggeri Skovlyst,"3,5 ud af 5 bobler",255 anmeldelser
876,8,Fontana Di Trevi,4 ud af 5 bobler,25 anmeldelser
877,9,Ristorante Zio & Nonna,5 ud af 5 bobler,15 anmeldelser
878,10,The Mad Hatter Bubble Tea Emporium,4 ud af 5 bobler,21 anmeldelser
879,11,Le Coin,"4,5 ud af 5 bobler",10 anmeldelser
880,12,Smagsløget (City),5 ud af 5 bobler,7 anmeldelser
881,13,Spise\Bar Nr. 20,"3,5 ud af 5 bobler",50 anmeldelser
882,14,Lagkagehuset,4 ud af 5 bobler,21 anmeldelser
883,15,Bartof,4 ud af 5 bobler,33 anmeldelser
884,16,Taim Restaurant,"4,5 ud af 5 bobler",9 anmeldelser
885,17,Bingo 156,5 ud af 5 bobler,7 anmeldelser
886,18,Henckell,5 ud af 5 bobler,8 anmeldelser
887,19,Kardemomme,"3,5 ud af 5 bobler",47 anmeldelser
888,20,Jensens Bøfhus København (Axeltorv),3 ud af 5 bobler,348 anmeldelser
889,21,The South Indian Fields,"3,5 ud af 5 bobler",53 anmeldelser
890,22,Normandie,4 ud af 5 bobler,37 anmeldelser
891,23,Namaste Nepal,4 ud af 5 bobler,32 anmeldelser
892,24,1+1 Street Kitchen,"4,5 ud af 5 bobler",12 anmeldelser
893,25,Charlie Scotts Bar,"4,5 ud af 5 bobler",18 anmeldelser
894,26,Jasmin Corner,4 ud af 5 bobler,32 anmeldelser
895,27,Promenaden 1932,"3,5 ud af 5 bobler",37 anmeldelser
896,28,Cafe Sirius,4 ud af 5 bobler,24 anmeldelser
897,29,Iki Sushi,4 ud af 5 bobler,20 anmeldelser
898,30,Desserthuset,"4,5 ud af 5 bobler",8 anmeldelser
900,1,Kost & Mask,"3,5 ud af 5 bobler",31 anmeldelser
901,2,Søcafeen,"3,5 ud af 5 bobler",107 anmeldelser
902,3,Marco Polo Restaurant,"4,5 ud af 5 bobler",13 anmeldelser
903,4,Que Pasa,"4,5 ud af 5 bobler",24 anmeldelser
904,5,Osteria del Grappolo Blu,4 ud af 5 bobler,53 anmeldelser
905,6,Yoburger,4 ud af 5 bobler,24 anmeldelser
906,7,Thai restaurant,"3,5 ud af 5 bobler",59 anmeldelser
907,8,Beat Café,"4,5 ud af 5 bobler",7 anmeldelser
908,9,Min Thai Takeaway,5 ud af 5 bobler,8 anmeldelser
909,10,Quattro Fontane Due,5 ud af 5 bobler,8 anmeldelser
910,11,Madklubben Østerbro,"3,5 ud af 5 bobler",62 anmeldelser
911,12,Café Parallel,5 ud af 5 bobler,6 anmeldelser
912,13,Graesk Smag,"4,5 ud af 5 bobler",17 anmeldelser
913,14,Elliot - Coffee & Craft Beer,5 ud af 5 bobler,6 anmeldelser
914,15,Kashmir Indisk Restaurant,"3,5 ud af 5 bobler",55 anmeldelser
915,16,Brewers inc,5 ud af 5 bobler,7 anmeldelser
916,17,Bua Restaurant,5 ud af 5 bobler,6 anmeldelser
917,18,Sliders,4 ud af 5 bobler,15 anmeldelser
918,19,Bak Homemade Sandwich,5 ud af 5 bobler,7 anmeldelser
919,20,Bon Appetit,5 ud af 5 bobler,6 anmeldelser
920,21,Din Nye Ven,4 ud af 5 bobler,20 anmeldelser
921,22,Kongens Bar,4 ud af 5 bobler,17 anmeldelser
922,23,Restaurant Værksted 1751,"4,5 ud af 5 bobler",11 anmeldelser
923,24,Palace Hotel Restaurant,"3,5 ud af 5 bobler",40 anmeldelser
924,25,Meyer's deli,"3,5 ud af 5 bobler",64 anmeldelser
925,26,Oyisi Running Sushi,4 ud af 5 bobler,40 anmeldelser
926,27,One Bowl,5 ud af 5 bobler,6 anmeldelser
927,28,Vaffelbageriet,4 ud af 5 bobler,17 anmeldelser
928,29,Bronx,"3,5 ud af 5 bobler",28 anmeldelser
929,30,Safir kebab,4 ud af 5 bobler,34 anmeldelser
931,1,Viften,"3,5 ud af 5 bobler",38 anmeldelser
932,2,Berkeley take away,5 ud af 5 bobler,9 anmeldelser
933,3,L & V Café,"4,5 ud af 5 bobler",10 anmeldelser
934,4,Bj´s Original Burger Joint,5 ud af 5 bobler,6 anmeldelser
935,5,La Sardegna,"4,5 ud af 5 bobler",17 anmeldelser
936,6,French Chicken,"4,5 ud af 5 bobler",20 anmeldelser
937,7,Buvette Nordhavn,5 ud af 5 bobler,6 anmeldelser
938,8,Sofienholmcafe,"3,5 ud af 5 bobler",33 anmeldelser
939,9,VIET - NAM NAM,"3,5 ud af 5 bobler",35 anmeldelser
940,10,Ocean Club Restaurant,"3,5 ud af 5 bobler",89 anmeldelser
941,11,Guilty Copenhagen,5 ud af 5 bobler,7 anmeldelser
942,12,SKT. PETRI Restaurant,4 ud af 5 bobler,18 anmeldelser
944,14,Gasoline Grill,"4,5 ud af 5 bobler",7 anmeldelser
945,15,Clarrods & Co,4 ud af 5 bobler,16 anmeldelser
946,16,Petrol Cafe,"4,5 ud af 5 bobler",7 anmeldelser
947,17,Hos Nicola,4 ud af 5 bobler,32 anmeldelser
948,18,Le Gourmand,5 ud af 5 bobler,20 anmeldelser
949,19,Weltkuglen,"4,5 ud af 5 bobler",10 anmeldelser
950,20,Kogebogeriet - Kogeboghandel Og Café,5 ud af 5 bobler,6 anmeldelser
951,21,Café Nutid,"4,5 ud af 5 bobler",13 anmeldelser
952,22,Kuma,4 ud af 5 bobler,17 anmeldelser
953,23,MØR Restaurant & Bar,4 ud af 5 bobler,22 anmeldelser
954,24,Mors Køkken,"4,5 ud af 5 bobler",10 anmeldelser
955,25,Boulevarden,"4,5 ud af 5 bobler",10 anmeldelser
956,26,Alanya Kebab,"4,5 ud af 5 bobler",7 anmeldelser
957,27,Winterspring,"4,5 ud af 5 bobler",11 anmeldelser
958,28,Mama Ludbas,"3,5 ud af 5 bobler",133 anmeldelser
959,29,Kahyt & Kaffe,5 ud af 5 bobler,7 anmeldelser
960,30,Bojesen i Operaen,4 ud af 5 bobler,39 anmeldelser
962,1,Løgismose Illum Rooftop,4 ud af 5 bobler,14 anmeldelser
963,2,My Poké Illum,5 ud af 5 bobler,6 anmeldelser
964,3,Plads’N,"4,5 ud af 5 bobler",7 anmeldelser
965,4,Taj Diner,"4,5 ud af 5 bobler",8 anmeldelser
966,5,Noodle House,"3,5 ud af 5 bobler",35 anmeldelser
967,6,"Woolstock - cotton, wool and coffee",5 ud af 5 bobler,6 anmeldelser
968,7,Kontikibar og Færgen Ellen,4 ud af 5 bobler,38 anmeldelser
969,8,Cafe Globen,"4,5 ud af 5 bobler",17 anmeldelser
970,9,Café Sweet Surrender,4 ud af 5 bobler,12 anmeldelser
971,10,DEJ,4 ud af 5 bobler,22 anmeldelser
972,11,Lagano,4 ud af 5 bobler,17 anmeldelser
973,12,LETZ SUSHI STORE KONGENSGADE,"4,5 ud af 5 bobler",7 anmeldelser
974,13,a roii,4 ud af 5 bobler,35 anmeldelser
975,14,MASH Frederiksberg,4 ud af 5 bobler,17 anmeldelser
976,15,Mad & Vin i Magasin,4 ud af 5 bobler,32 anmeldelser
977,16,Beyti,"3,5 ud af 5 bobler",31 anmeldelser
978,17,Cafe Oha,"4,5 ud af 5 bobler",8 anmeldelser
979,18,Mazzoli's,3 ud af 5 bobler,232 anmeldelser
980,19,Sunday Munday,4 ud af 5 bobler,10 anmeldelser
981,20,Barabbas,"3,5 ud af 5 bobler",32 anmeldelser
982,21,Cortigiano,"3,5 ud af 5 bobler",109 anmeldelser
983,22,D'Taste,"4,5 ud af 5 bobler",9 anmeldelser
984,23,Pret a Manger,4 ud af 5 bobler,17 anmeldelser
985,24,Cafe North & Indian Cuisine,"4,5 ud af 5 bobler",40 anmeldelser
986,25,Tryk Bar ApS,"4,5 ud af 5 bobler",11 anmeldelser
987,26,Madsens Mekka,5 ud af 5 bobler,7 anmeldelser
988,27,Restaurant Støj,5 ud af 5 bobler,6 anmeldelser
989,28,Absalon,"4,5 ud af 5 bobler",8 anmeldelser
990,29,Govindas,"4,5 ud af 5 bobler",13 anmeldelser
991,30,Piccola Italia,4 ud af 5 bobler,49 anmeldelser
993,1,Angelini,"4,5 ud af 5 bobler",7 anmeldelser
994,2,Grød,5 ud af 5 bobler,5 anmeldelser
995,3,Koelschip,5 ud af 5 bobler,8 anmeldelser
996,4,Gorm's Amagerbrogade,"3,5 ud af 5 bobler",29 anmeldelser
997,5,Izumi,4 ud af 5 bobler,10 anmeldelser
998,6,Kaldi Copenhagen,5 ud af 5 bobler,5 anmeldelser
999,7,Wok King,4 ud af 5 bobler,13 anmeldelser
1000,8,FORSYNINGEN - Mad & Drikke,"4,5 ud af 5 bobler",7 anmeldelser
1001,9,Cafe Castro,"3,5 ud af 5 bobler",45 anmeldelser
1002,10,Bastionens Cafe,5 ud af 5 bobler,7 anmeldelser
1003,11,Non Solo Trattoria,"4,5 ud af 5 bobler",8 anmeldelser
1004,12,Mulgeo Blinis & Bubbles Bar Torvehallerne,5 ud af 5 bobler,5 anmeldelser
1005,13,Nam Thip Restaurant,4 ud af 5 bobler,67 anmeldelser
1006,14,Chin Chin,4 ud af 5 bobler,23 anmeldelser
1007,15,Crazy Chicken,4 ud af 5 bobler,17 anmeldelser
1008,16,The Noodle Box,"4,5 ud af 5 bobler",6 anmeldelser
1009,17,Cafe Botanika,"4,5 ud af 5 bobler",6 anmeldelser
1010,18,Chaophraya,4 ud af 5 bobler,18 anmeldelser
1011,19,Cafe Assistenten,5 ud af 5 bobler,9 anmeldelser
1012,20,Kaffeplantagen,4 ud af 5 bobler,12 anmeldelser
1013,21,hing's sushi,4 ud af 5 bobler,24 anmeldelser
1014,22,Blue House,4 ud af 5 bobler,20 anmeldelser
1015,23,Ruffino,4 ud af 5 bobler,9 anmeldelser
1016,24,China Palace Restaurant,"3,5 ud af 5 bobler",34 anmeldelser
1017,25,Rays,5 ud af 5 bobler,6 anmeldelser
1018,26,Pizzeria Massimo,"4,5 ud af 5 bobler",17 anmeldelser
1019,27,Hadis Café,"4,5 ud af 5 bobler",7 anmeldelser
1020,28,Kongens Hytte,"4,5 ud af 5 bobler",7 anmeldelser
1021,29,Wulff & Konstali,4 ud af 5 bobler,12 anmeldelser
1022,30,Dragon City og Toyama Running Sushi,4 ud af 5 bobler,20 anmeldelser
1024,1,Meyers Bageri,"4,5 ud af 5 bobler",7 anmeldelser
1025,2,Floras kaffebar,4 ud af 5 bobler,21 anmeldelser
1026,3,Wokshop Cantina Frederiksberg,"3,5 ud af 5 bobler",33 anmeldelser
1027,4,Jack's hole in a wall,"4,5 ud af 5 bobler",6 anmeldelser
1028,5,Petit Pate,4 ud af 5 bobler,17 anmeldelser
1029,6,Le President,3 ud af 5 bobler,376 anmeldelser
1030,7,Sund Sult,4 ud af 5 bobler,10 anmeldelser
1031,8,Cantinos,"4,5 ud af 5 bobler",6 anmeldelser
1032,9,"Løgismose Vin, Mad & Delikatesser","4,5 ud af 5 bobler",5 anmeldelser
1033,10,Sushi Stop,5 ud af 5 bobler,4 anmeldelser
1034,11,Restaurant Rio Bravo,3 ud af 5 bobler,436 anmeldelser
1035,12,Café Nick,"4,5 ud af 5 bobler",9 anmeldelser
1036,13,Fusion Monkey,"4,5 ud af 5 bobler",5 anmeldelser
1037,14,Restaurant Panorama,"3,5 ud af 5 bobler",24 anmeldelser
1038,15,Kolsters,"4,5 ud af 5 bobler",9 anmeldelser
1039,16,Espresso Huset,"4,5 ud af 5 bobler",7 anmeldelser
1040,17,Shahi Restaurant,"3,5 ud af 5 bobler",136 anmeldelser
1041,18,Nozomi,4 ud af 5 bobler,26 anmeldelser
1042,19,Brasserie Jacobsen ILLUM ROOFTOP,4 ud af 5 bobler,9 anmeldelser
1043,20,Durum Bar Øst,"4,5 ud af 5 bobler",6 anmeldelser
1044,21,Sebastopol,"3,5 ud af 5 bobler",109 anmeldelser
1045,22,Sunset Boulevard,"3,5 ud af 5 bobler",26 anmeldelser
1046,23,Sakaki Sushi,"3,5 ud af 5 bobler",23 anmeldelser
1047,24,The Mudhoney,4 ud af 5 bobler,10 anmeldelser
1048,25,Kaffebaren,4 ud af 5 bobler,9 anmeldelser
1049,26,Indish,"4,5 ud af 5 bobler",6 anmeldelser
1050,27,Den Lykkelige Familie,"4,5 ud af 5 bobler",10 anmeldelser
1051,28,Nyhavnscafeen,"3,5 ud af 5 bobler",42 anmeldelser
1052,29,Café du Nord,4 ud af 5 bobler,14 anmeldelser
1053,30,Tino's Pizza,4 ud af 5 bobler,12 anmeldelser
1055,1,Nørreport Bodega,"4,5 ud af 5 bobler",6 anmeldelser
1056,2,The Handsome - Sandwich & Coffee,5 ud af 5 bobler,6 anmeldelser
1058,4,Tvermoesgaard Restaurant and Bar,"4,5 ud af 5 bobler",9 anmeldelser
1059,5,Cafe Delight - Frokost Cafe,5 ud af 5 bobler,4 anmeldelser
1060,6,Thai me up,4 ud af 5 bobler,16 anmeldelser
1061,7,Coffeesound,5 ud af 5 bobler,4 anmeldelser
1062,8,Domo Restaurant,"3,5 ud af 5 bobler",20 anmeldelser
1063,9,Dhaba Indian street food,5 ud af 5 bobler,4 anmeldelser
1064,10,Restaurant Hong Cheng,"3,5 ud af 5 bobler",24 anmeldelser
1065,11,Massimo - Italiensk Pizzeria,4 ud af 5 bobler,23 anmeldelser
1066,12,Wafu Ramen,5 ud af 5 bobler,4 anmeldelser
1067,13,Como Trattoria,"3,5 ud af 5 bobler",32 anmeldelser
1069,15,Traktorstedet Rosenborg Slot,"3,5 ud af 5 bobler",21 anmeldelser
1070,16,Yum Yoga & Café,5 ud af 5 bobler,4 anmeldelser
1071,17,Dupong,4 ud af 5 bobler,16 anmeldelser
1072,18,Iki Sushi Gammel Kongevej,"3,5 ud af 5 bobler",11 anmeldelser
1073,19,The Garden Cafe,"3,5 ud af 5 bobler",17 anmeldelser
1074,20,Selina Pizza,"3,5 ud af 5 bobler",18 anmeldelser
1075,21,Bravissimo,5 ud af 5 bobler,5 anmeldelser
1076,22,Sultan shawarma,5 ud af 5 bobler,5 anmeldelser
1077,23,Vandkunsten Sandwich Torvegade,"4,5 ud af 5 bobler",5 anmeldelser
1078,24,Restaurant Ny Zi Yang,"3,5 ud af 5 bobler",20 anmeldelser
1080,26,Nikko Sushi,4 ud af 5 bobler,13 anmeldelser
1081,27,Thai Kacha,4 ud af 5 bobler,11 anmeldelser
1082,28,Chopstix,"3,5 ud af 5 bobler",27 anmeldelser
1083,29,Cafe Grabz,4 ud af 5 bobler,7 anmeldelser
1084,30,Promenaden Tivoli,3 ud af 5 bobler,261 anmeldelser
1086,1,La Carmela Pizzeria e Birrateque,5 ud af 5 bobler,3 anmeldelser
1087,2,Restaurant China Garden,4 ud af 5 bobler,11 anmeldelser
1088,3,Grabrodre Kro,4 ud af 5 bobler,6 anmeldelser
1089,4,Kjær Sommerfeldt,"4,5 ud af 5 bobler",5 anmeldelser
1090,5,Met Cph,5 ud af 5 bobler,3 anmeldelser
1091,6,JAGGER Fast Food,"3,5 ud af 5 bobler",10 anmeldelser
1092,7,Kaffekilden,"4,5 ud af 5 bobler",4 anmeldelser
1093,8,Nordlys Cafe og Spisehus,"3,5 ud af 5 bobler",32 anmeldelser
1094,9,Lauras Bakery Vaernedamsvej,"3,5 ud af 5 bobler",17 anmeldelser
1095,10,Jagger Fast Food,"3,5 ud af 5 bobler",14 anmeldelser
1096,11,Tutten,4 ud af 5 bobler,6 anmeldelser
1097,12,Pizzeria Kanalen,4 ud af 5 bobler,13 anmeldelser
1098,13,Kødbyens Høker,"4,5 ud af 5 bobler",4 anmeldelser
1099,14,Sakura,4 ud af 5 bobler,26 anmeldelser
1100,15,Kafferiet Christianshavn,4 ud af 5 bobler,5 anmeldelser
1101,16,Tapa del Toro Tivoli,5 ud af 5 bobler,3 anmeldelser
1102,17,Jagger,4 ud af 5 bobler,5 anmeldelser
1103,18,Couloir,3 ud af 5 bobler,188 anmeldelser
1104,19,KaffeVærket,"4,5 ud af 5 bobler",7 anmeldelser
1105,20,Restaurant stigs vinkaelder,"4,5 ud af 5 bobler",6 anmeldelser
1106,21,Karma Sushi Kødbyen,"3,5 ud af 5 bobler",31 anmeldelser
1107,22,Veji,4 ud af 5 bobler,6 anmeldelser
1109,24,Spaghetti Martelli,"4,5 ud af 5 bobler",7 anmeldelser
1110,25,The Burger Amager,4 ud af 5 bobler,5 anmeldelser
1111,26,Kaffe & Vinbaren,5 ud af 5 bobler,4 anmeldelser
1112,27,Emmerys,5 ud af 5 bobler,4 anmeldelser
1113,28,Frede & Vester's,4 ud af 5 bobler,8 anmeldelser
1114,29,Coffee No24,5 ud af 5 bobler,3 anmeldelser
1115,30,Vivah,"3,5 ud af 5 bobler",27 anmeldelser
1117,1,Havnens BBQ,4 ud af 5 bobler,10 anmeldelser
1118,2,Østerberg Ice Cream,5 ud af 5 bobler,4 anmeldelser
1119,3,Cafe Det Elektriske Hjoerne,"3,5 ud af 5 bobler",65 anmeldelser
1120,4,The Real Greek Reffen,4 ud af 5 bobler,6 anmeldelser
1121,5,90'eren,4 ud af 5 bobler,12 anmeldelser
1122,6,Le Diamant,3 ud af 5 bobler,302 anmeldelser
1123,7,Bangkok,4 ud af 5 bobler,13 anmeldelser
1124,8,Pizzeria Imperia,5 ud af 5 bobler,3 anmeldelser
1125,9,Thai House Take Away,4 ud af 5 bobler,8 anmeldelser
1126,10,Den Plettede Gris,"4,5 ud af 5 bobler",6 anmeldelser
1127,11,Restaurant IDA Bryggen,5 ud af 5 bobler,4 anmeldelser
1128,12,Kul,"3,5 ud af 5 bobler",25 anmeldelser
1129,13,Café Georg,"4,5 ud af 5 bobler",7 anmeldelser
1130,14,Nittiya's Thai Takeaway,4 ud af 5 bobler,6 anmeldelser
1131,15,Den Fede Kylling,5 ud af 5 bobler,4 anmeldelser
1132,16,LêLê Street Kitchen // Østerbro,"3,5 ud af 5 bobler",61 anmeldelser
1133,17,Rio Temakeria,"4,5 ud af 5 bobler",12 anmeldelser
1134,18,Guldmagerens Cafe,3 ud af 5 bobler,68 anmeldelser
1135,19,Altanen,"4,5 ud af 5 bobler",5 anmeldelser
1136,20,Kaffesalonen,3 ud af 5 bobler,87 anmeldelser
1137,21,restaurant Promenaden,4 ud af 5 bobler,6 anmeldelser
1139,23,Italian Trattoria and wine bar -The Food Collective,"4,5 ud af 5 bobler",4 anmeldelser
1140,24,Hiko Pizza og Sandwich,"4,5 ud af 5 bobler",4 anmeldelser
1141,25,Skagen,3 ud af 5 bobler,66 anmeldelser
1142,26,Foodcorner,"4,5 ud af 5 bobler",4 anmeldelser
1143,27,Mit Konditori,"4,5 ud af 5 bobler",4 anmeldelser
1144,28,Haven,5 ud af 5 bobler,4 anmeldelser
1145,29,Lygtens Kro,4 ud af 5 bobler,9 anmeldelser
1146,30,Curry Nation,"3,5 ud af 5 bobler",25 anmeldelser
1148,1,Cafe Julia & Safija,5 ud af 5 bobler,4 anmeldelser
1149,2,Dalle Valle Amager,3 ud af 5 bobler,78 anmeldelser
1150,3,Royal bagel,"4,5 ud af 5 bobler",5 anmeldelser
1151,4,LETZ SUSHI VESTERBRO,"3,5 ud af 5 bobler",21 anmeldelser
1152,5,Overfor,"3,5 ud af 5 bobler",100 anmeldelser
1153,6,MyPoké,"3,5 ud af 5 bobler",15 anmeldelser
1154,7,Formaggio Pizza,5 ud af 5 bobler,3 anmeldelser
1156,9,Den gyldne Okse,"3,5 ud af 5 bobler",40 anmeldelser
1157,10,Crepe'tastic,5 ud af 5 bobler,3 anmeldelser
1158,11,KaffeBroen,5 ud af 5 bobler,4 anmeldelser
1159,12,Respect by Plant Power Food,"4,5 ud af 5 bobler",3 anmeldelser
1160,13,The Reception,5 ud af 5 bobler,3 anmeldelser
1161,14,Uganic,"4,5 ud af 5 bobler",3 anmeldelser
1162,15,Classic Pizza Frederiksberg C,4 ud af 5 bobler,6 anmeldelser
1163,16,Da Misto,4 ud af 5 bobler,9 anmeldelser
1164,17,San Marzano,"4,5 ud af 5 bobler",5 anmeldelser
1165,18,BobbaBella,"3,5 ud af 5 bobler",26 anmeldelser
1166,19,Zahren Gourmet,5 ud af 5 bobler,5 anmeldelser
1167,20,Hansens Ice Cream Copenhagen,"4,5 ud af 5 bobler",14 anmeldelser
1168,21,Take'n Eat,"4,5 ud af 5 bobler",6 anmeldelser
1169,22,Mad Synergi,5 ud af 5 bobler,5 anmeldelser
1170,23,Sticks ’n' Sushi,"4,5 ud af 5 bobler",4 anmeldelser
